"","site","vernacular_name","life_stage","count","water_type","tolerance","trophic_class","native","tsn","rank_name","class","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","species","gradient","basin","drainage_size"
"1189","NANT-E","greenside darter","adult",1,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides",NA,NA,NA
"1190","NANT-E","hornyhead chub","adult",1,"warm_water","moderately_tolerant","generalist","native","163395","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_biguttatus",NA,NA,NA
"1191","NANT-E","longnose dace","adult",68,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1192","NANT-E","margined madtom","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis",NA,NA,NA
"1193","NANT-E","mottled sculpin","adult",8,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1194","NANT-E","spottail shiner","adult",53,"warm_water","moderately_tolerant","water_column_insectivore","native","163404","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_hudsonius",NA,NA,NA
"1195","NANT-E","striped shiner","adult",11,"warm_water","tolerant","water_column_insectivore","native","163832","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_chrysocephalus",NA,NA,NA
"1196","NANT-E","tessellated darter","adult",43,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
"1197","NANT-E","white sucker","adult",22,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1198","RICS-01","blacknose dace","adult",53,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1199","RICS-01","brook trout","adult",7,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis",NA,NA,NA
"1200","RICS-01","creek chub","adult",25,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1201","RICS-01","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1202","RICS-01","mottled sculpin","adult",18,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1203","BVIL-01","blacknose dace","adult",114,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1204","BVIL-01","creek chub","adult",11,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1205","BVIL-01","cutlips minnow","adult",15,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1206","BVIL-01","hornyhead chub","adult",8,"warm_water","moderately_tolerant","generalist","native","163395","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_biguttatus",NA,NA,NA
"1207","BVIL-01","longnose dace","adult",80,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1208","BVIL-01","margined madtom","adult",5,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis",NA,NA,NA
"1209","BVIL-01","mottled sculpin","adult",27,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1210","BVIL-01","spottail shiner","adult",1,"warm_water","moderately_tolerant","water_column_insectivore","native","163404","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_hudsonius",NA,NA,NA
"1211","BVIL-01","white sucker","adult",1,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1212","WILK-01","blacknose dace","adult",35,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1213","WILK-01","brown trout","adult",2,"cold_water","intolerant","top_carnivore","non_native","161997","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salmo","Salmo_trutta",NA,NA,NA
"1214","WILK-01","cutlips minnow","adult",3,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1215","WILK-01","longnose dace","adult",27,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1216","WILK-01","slimy sculpin","adult",17,"cold_water","intolerant","benthic_insectivore","native","167232","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_cognatus",NA,NA,NA
"1217","WILK-01","white sucker","adult",3,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1218","CHOC-01","bigmouth shiner","adult",7,"warm_water","moderately_tolerant","water_column_insectivore","native","689231","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Hybopsis","Hybopsis_dorsalis",NA,NA,NA
"1219","CHOC-01","central stoneroller","adult",29,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum",NA,NA,NA
"1220","CHOC-01","common shiner","adult",15,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus",NA,NA,NA
"1221","CHOC-01","creek chub","adult",6,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1222","CHOC-01","cutlips minnow","adult",5,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1223","CHOC-01","greenside darter","adult",3,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides",NA,NA,NA
"1224","CHOC-01","hornyhead chub","adult",50,"warm_water","moderately_tolerant","generalist","native","163395","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_biguttatus",NA,NA,NA
"1225","CHOC-01","longnose dace","adult",11,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1226","CHOC-01","margined madtom","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis",NA,NA,NA
"1227","CHOC-01","mottled sculpin","adult",4,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1228","CHOC-01","northern hog sucker","adult",1,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans",NA,NA,NA
"1229","CHOC-01","sand shiner","adult",1,"warm_water","moderately_tolerant","generalist","native","163419","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_stramineus",NA,NA,NA
"1230","CHOC-01","smallmouth bass","adult",3,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu",NA,NA,NA
"1231","CHOC-01","brook trout","yoy",44,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis",NA,NA,NA
"1232","CHOC-01","tessellated darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
"1233","ROGR-01","blacknose dace","adult",30,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1234","ROGR-01","brown trout","adult",8,"cold_water","intolerant","top_carnivore","non_native","161997","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salmo","Salmo_trutta",NA,NA,NA
"1235","ROGR-01","brook trout","yoy",2,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis",NA,NA,NA
"1236","ROGR-01","cutlips minnow","adult",2,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1237","ROGR-01","hornyhead chub","adult",1,"warm_water","moderately_tolerant","generalist","native","163395","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_biguttatus",NA,NA,NA
"1238","ROGR-01","longnose dace","adult",7,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1239","ROGR-01","mottled sculpin","adult",17,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1240","ROGR-01","white sucker","adult",2,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1241","OTGO-W","blacknose dace","adult",79,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1242","OTGO-W","common shiner","adult",3,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus",NA,NA,NA
"1243","OTGO-W","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1244","OTGO-W","cutlips minnow","adult",25,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1245","OTGO-W","hornyhead chub","adult",23,"warm_water","moderately_tolerant","generalist","native","163395","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_biguttatus",NA,NA,NA
"1246","OTGO-W","longnose dace","adult",24,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1247","OTGO-W","margined madtom","adult",7,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis",NA,NA,NA
"1248","OTGO-W","mottled sculpin","adult",14,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1249","HARS-01","blacknose dace","adult",37,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1250","HARS-01","brook trout","yoy",3,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis",NA,NA,NA
"1251","HARS-01","bridle shiner","adult",1,NA,NA,NA,NA,"163402","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_bifrenatus",NA,NA,NA
"1252","PURD-01","blacknose dace","adult",278,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1253","PURD-01","central stoneroller","adult",45,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum",NA,NA,NA
"1254","PURD-01","common shiner","adult",3,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus",NA,NA,NA
"1255","PURD-01","cutlips minnow","adult",2,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1256","PURD-01","fantail darter","adult",52,"warm_water","moderately_tolerant","benthic_insectivore","native","168394","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_flabellare",NA,NA,NA
"1257","PURD-01","longnose dace","adult",166,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1258","PURD-01","margined madtom","adult",2,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis",NA,NA,NA
"1259","PURD-01","mottled sculpin","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1260","PURD-01","sand shiner","adult",1,"warm_water","moderately_tolerant","generalist","native","163419","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_stramineus",NA,NA,NA
"1261","PURD-01","striped shiner","adult",5,"warm_water","tolerant","water_column_insectivore","native","163832","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_chrysocephalus",NA,NA,NA
"1262","PURD-01","tessellated darter","adult",3,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
"1263","PURD-01","white sucker","adult",12,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1264","BENN-02","banded darter","adult",63,"warm_water","intolerant","benthic_insectivore","native","168449","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_zonale",NA,NA,NA
"1265","BENN-02","blacknose dace","adult",13,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1266","BENN-02","blackside darter","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","168488","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_maculata",NA,NA,NA
"1267","BENN-02","central stoneroller","adult",1,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum",NA,NA,NA
"1268","BENN-02","creek chub","adult",2,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1269","BENN-02","cutlips minnow","adult",13,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1270","BENN-02","fantail darter","adult",17,"warm_water","moderately_tolerant","benthic_insectivore","native","168394","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_flabellare",NA,NA,NA
"1271","BENN-02","greenside darter","adult",51,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides",NA,NA,NA
"1272","BENN-02","longnose dace","adult",23,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1273","BENN-02","mottled sculpin","adult",6,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1274","BENN-02","rock bass","adult",7,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris",NA,NA,NA
"1275","BENN-02","smallmouth bass","adult",4,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu",NA,NA,NA
"1276","BENN-02","brook trout","yoy",2,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis",NA,NA,NA
"1277","BENN-02","tessellated darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
"1278","BENN-02","white sucker","adult",9,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1279","PATT-01","blacknose dace","adult",29,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1280","PATT-01","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus",NA,NA,NA
"1281","PATT-01","brown bullhead","adult",6,"warm_water","tolerant","generalist","native","164043","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_nebulosus",NA,NA,NA
"1282","PATT-01","central stoneroller","adult",50,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum",NA,NA,NA
"1283","PATT-01","creek chub","adult",16,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1284","PATT-01","fallfish","adult",2,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis",NA,NA,NA
"1285","PATT-01","longnose dace","adult",7,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1286","PATT-01","mimic shiner","adult",33,"warm_water","moderately_tolerant","generalist","native","163421","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_volucellus",NA,NA,NA
"1287","PATT-01","sand shiner","adult",68,"warm_water","moderately_tolerant","generalist","native","163419","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_stramineus",NA,NA,NA
"1288","PATT-01","tessellated darter","adult",26,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
"1289","PATT-01","white sucker","adult",66,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii",NA,NA,NA
"1290","HUNC-01","blacknose dace","adult",45,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1291","HUNC-01","creek chub","adult",121,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1292","NVUS-03","blacknose dace","adult",5,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus",NA,NA,NA
"1293","NVUS-03","bluntnose minnow","adult",1,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus",NA,NA,NA
"1294","NVUS-03","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus",NA,NA,NA
"1295","NVUS-03","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua",NA,NA,NA
"1296","NVUS-03","longnose dace","adult",3,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae",NA,NA,NA
"1297","NVUS-03","mottled sculpin","adult",23,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii",NA,NA,NA
"1298","NVUS-03","tessellated darter","adult",29,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi",NA,NA,NA
